PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;102;1;1;28102001_1_38;2015;3;1;2;V;2;V;2;V;2;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V
28;102;1;6;28102001_6_48;2015;3;1;0.2;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V;0.3;V;0.2;V
28;102;1;7;28102001_7_8;2015;3;1;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2015;3;1;11;V;11;V;11;V;11;V;10;V;7;V;7;V;7;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V;4;V;5;V;7;V;8;V;8;V;9;V;10;V;8;V
28;102;1;10;28102001_10_49;2015;3;1;11;V;7;V;8;V;6;V;5;V;5;V;6;V;11;V;7;V;6;V;7;V;6;V;6;V;5;V;4;V;7;V;8;V;7;V;7;V;11;V;11;V;7;V;1;V;5;V
28;102;1;12;28102001_12_8;2015;3;1;13;V;13;V;13;V;13;V;12;V;9;V;9;V;9;V;8;V;8;V;7;V;7;V;7;V;7;V;7;V;6;V;6;V;7;V;9;V;10;V;10;V;11;V;12;V;10;V
28;102;1;14;28102001_14_6;2015;3;1;47;V;44;V;44;V;43;V;43;V;51;V;43;V;34;V;36;V;42;V;58;V;65;V;69;V;75;V;75;V;73;V;71;V;65;V;57;V;55;V;51;V;46;V;41;V;39;V
28;123;2;7;28123002_7_8;2015;3;1;14;V;14;V;9;V;4;V;2;V;2;V;8;V;5;V;6;V;5;V;3;V;5;V;7;V;7;V;5;V;4;V;5;V;6;V;12;V;4;V;4;V;5;V;3;V;5;V
28;123;2;8;28123002_8_8;2015;3;1;55;V;51;V;40;V;27;V;12;V;22;V;25;V;20;V;16;V;13;V;11;V;14;V;18;V;18;V;14;V;15;V;20;V;31;V;56;V;32;V;33;V;38;V;29;V;30;V
28;123;2;10;28123002_10_49;2015;3;1;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
28;123;2;12;28123002_12_8;2015;3;1;76;V;72;V;54;V;33;V;15;V;25;V;37;V;28;V;25;V;21;V;16;V;22;V;29;V;29;V;22;V;21;V;28;V;40;V;74;V;38;V;39;V;46;V;34;V;38;V
28;123;2;14;28123002_14_6;2015;3;1;7;V;5;V;15;V;34;V;58;V;38;V;24;V;25;V;34;V;43;V;50;V;58;V;64;V;63;V;64;V;61;V;52;V;42;V;17;V;34;V;27;V;19;V;23;V;20;V
28;123;2;14;28123002_14_8;2015;3;1;8;V;7;V;16;V;35;V;59;V;38;V;25;V;26;V;35;V;43;V;51;V;59;V;65;V;64;V;64;V;62;V;53;V;42;V;18;V;35;V;29;V;21;V;24;V;21;V
28;13;2;7;28013002_7_8;2015;3;1;1;V;1;V;3;V;1;V;1;V;1;V;3;V;5;V;6;V;6;V;3;V;2;V;2;V;2;V;2;V;1;V;1;V;1;V;2;V;3;V;3;V;2;V;3;V;1;V
